Mes,Epoca del año,Hojas,Flores,Hojarasca,ORP,S,P,Año,Propágulos,Region,Sitio,Franja
10,Lluvia,0.681996358,0.1624375,2.461849116,-335.625,51.25,134.8,2015,0.54318418,LT,Sabancuy,1
11,Norte,0.74553788,0.18995455,1.814877273,-346.05,50.25,4.6,2015,,LT,Sabancuy,1
12,Norte,0.516528916,0.13244987,1.53872139,-340.475,53.75,70.8,2015,,LT,Sabancuy,1
1,Norte,0.399214337,,1.28567251,-346.2,45.5,57.2,2015,,LT,Xibuja,1
2,Seca,0.434137566,,1.24226455,-340.225,44.5,30.8,2015,,LT,Xibuja,1
3,Seca,0.678672811,,2.36376369,-361.75,52.75,175,2015,,LT,Xibuja,1
4,Seca,1.656374,,3.724417582,-232.275,54.75,0,2015,,LT,Xibuja,1
5,Lluvia,1.63181276,,4.1127284,-223.3,54.5,0,2015,,LT,Xibuja,1
6,Lluvia,0.6988966,,2.62676373,-303.075,59,121,2015,,LT,Xibuja,1
7,Lluvia,0.65945751,0.688172,3.22923663,-272.55,57.75,186.5,2015,,LT,Xibuja,1
8,Lluvia,0.576948759,0.223582,3.52858777,-282.15,56,125.7,2015,,LT,Xibuja,1
9,Lluvia,0.48567742,0.2116129,3.863922581,-266.85,47,153.5,2015,,LT,Xibuja,1
10,Lluvia,0.65652445,0.7621228,7.356153486,-269.975,49.25,134.8,2015,,LT,Xibuja,1
11,Norte,0.8444545,0.8769697,4.19637121,-262.475,48,4.6,2015,,LT,Xibuja,1
12,Norte,0.36592859,0.2924731,2.658117989,-297.425,42.25,70.8,2015,,LT,Xibuja,1
1,Norte,0.83177443,0.3142695,2.14268456,-304,15.5,120.2,2016,,LT,Atasta,1
2,Seca,0.799221385,0.23374733,2.72338486,-303.75,12,43.2,2016,,LT,Atasta,1
3,Seca,1.37435376,0.21268817,3.85346452,-283.55,9,4.2,2016,,LT,Atasta,1
4,Seca,1.77855455,0.2213599,4.61264242,-288.9,13.5,0,2016,,LT,Atasta,1
5,Lluvia,2.989151875,0.41346541,6.47579873,-311.2,17.5,0,2016,,LT,Atasta,1
6,Lluvia,1.797263158,0.394526316,3.724894737,-226.45,21,82.8,2016,,LT,Atasta,1
1,Norte,1.244248848,0.15557637,2.227751152,-316.8,24,18,2016,0.94193548,RC,Champotón,1
2,Seca,0.694448276,0.56965517,1.379551724,-280.7,28.75,12.2,2016,,RC,Champotón,1
3,Seca,1.8346595,0.3215538,2.785681,-247.975,29,1,2016,0.3363449,RC,Champotón,1
4,Seca,2.26322222,0.332,3.945688889,-283.025,31,0,2016,0.128,RC,Champotón,1
5,Lluvia,2.63242153,0.77538955,5.16224867,-305.15,27.75,0,2016,0.41186229,RC,Champotón,1
6,Lluvia,2.3938596,0.1392982,4.71443588,-249.525,27.25,80.2,2016,0.567817544,RC,Champotón,1
1,Norte,1.14253683,0.14736945,2.851221477,-359.35,51.25,53.3,2016,0.11159656,LT,E Pargo,1
2,Seca,1.16412199,0.12782182,2.4596262,-344.975,45.75,24.4,2016,0.12491743,LT,E Pargo,1
3,Seca,1.2768817,0.7688172,2.541533333,-314.4,52.5,3.1,2016,0.6451613,LT,E Pargo,1
4,Seca,1.253655455,0.5181818,2.87858182,-351.9,52.75,0,2016,,LT,E Pargo,1
5,Lluvia,1.333433,0.2257416,5.16121579,-312.45,54,0,2016,0.23528136,LT,E Pargo,1
6,Lluvia,1.141684211,0.34526316,5.516947368,,,152.4,2016,0.44884215,LT,E Pargo,1
1,Norte,0.791788856,0.3299122,0.953812317,-351.675,44.25,28.2,2016,,RBP,Peten Neyac,1
2,Seca,0.799229736,0.1373538,0.928913569,-303.525,47,5.2,2016,,RBP,Peten Neyac,1
3,Seca,0.8186215,0.116129,0.956731183,-297.05,48.75,0.8,2016,,RBP,Peten Neyac,1
4,Seca,1.232537792,,1.382591689,-284.125,51.75,0,2016,,RBP,Peten Neyac,1
5,Lluvia,1.67378796,,1.185866912,-371.45,53.5,0,2016,,RBP,Peten Neyac,1
6,Lluvia,1.28477193,,1.475775439,-307.375,54.25,1,2016,,RBP,Peten Neyac,1
1,Norte,0.653592375,0.562317,1.796942815,-317.375,50.75,28.2,2016,,RBP,Río Verde,1
2,Seca,0.554684281,0.163224,1.672619794,-309.075,55,5.2,2016,,RBP,Río Verde,1
3,Seca,0.5995376,0.21613,3.23324194,-310.55,58,0.8,2016,,RBP,Río Verde,1
4,Seca,0.59476151,0.2417563,3.57565412,-286.625,62.5,0,2016,,RBP,Río Verde,1
5,Lluvia,0.86895328,0.27168,4.144988681,-304.625,62.5,0,2016,,RBP,Río Verde,1
6,Lluvia,0.849894737,,3.41258772,-251.4,59.25,1,2016,,RBP,Río Verde,1
1,Norte,0.43486215,0.6885595,1.45333233,-348.825,53.25,53.3,2016,,LT,Sabancuy,1
2,Seca,0.4753677,0.7111463,1.228514555,-333.2,53.75,24.4,2016,,LT,Sabancuy,1
3,Seca,0.754226296,0.2936596,1.77475551,-330.15,54.25,3.1,2016,,LT,Sabancuy,1
4,Seca,0.9155193,,2.1585576,-301.425,57,0,2016,,LT,Sabancuy,1
5,Lluvia,0.8615126,0.47266553,1.67849359,-311.125,59.5,0,2016,0.18743633,LT,Sabancuy,1
6,Lluvia,0.7671754,0.11754386,1.6928718,-321.1,54.25,152.4,2016,0.435877,LT,Sabancuy,1
1,Norte,0.31994741,,2.2735471,-290.75,48.25,53.3,2016,,LT,Xibuja,1
2,Seca,0.6441941,,1.82237313,-325.25,46.25,24.4,2016,,LT,Xibuja,1
3,Seca,0.59429723,,2.2978182,-263.15,55.5,3.1,2016,,LT,Xibuja,1
4,Seca,0.534376727,,2.367626667,-255.525,54.5,0,2016,,LT,Xibuja,1
5,Lluvia,0.438325668,,2.298424448,-182.55,47.75,0,2016,,LT,Xibuja,1
6,Lluvia,0.47245614,,2.377719298,,,152.4,2016,,LT,Xibuja,1
